source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,mineral_d,ff_d,total_d,ccontent,total_c,ccontent_1m,total_c_1m,pedon_start
"BEC (Meidinger and Pojar, 1991)",277,Podzolic,48.59918976,124.4311981,NA,5,C,Mineral,-100,-100,0,0,1,50,1,0.55,2,,,,0,,,,FALSE
"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,1,L,Organic,8,1,7,0.16,1,0,1,37.4,2,35,8,43,4189,5746,4189,57.46,TRUE
"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,2,F,Organic,1,0,1,0.16,1,0,1,37.4,2,,,,598,,598,,FALSE
"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,3,Bm,Mineral,0,-8,8,1.45,1,60,1,1.2,2,,,,557,,557,,FALSE
"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,4,BC1,Mineral,-30,-8,22,1.45,1,85,1,0.38,2,,,,182,,182,,FALSE
"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,5,C,Mineral,-35,-35,0,1.38,1,85,1,0.39,2,,,,0,,0,,FALSE
"BEC (Meidinger and Pojar, 1991)",278,Brunisolic,50.64319992,122.3899994,NA,6,BC2,Mineral,-30,-35,5,1.45,1,20,1,0.38,2,,,,220,,220,,FALSE
"BEC (Meidinger and Pojar, 1991)",279,Podzolic,50.17544937,122.8580017,NA,1,Aej,Mineral,0,-1,1,1.31,1,0,1,4.74,2,50,0,50,621,4070,621,40.7,TRUE
"BEC (Meidinger and Pojar, 1991)",279,Podzolic,50.17544937,122.8580017,NA,2,B,Mineral,-1,-50,49,1.38,1,70,1,1.7,2,,,,3449,,3449,,FALSE
"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,1,Fa,Organic,8,6,2,0.14,1,0,1,43.21,2,60,8,68,1210,17283,1210,172.83,TRUE
"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,2,Hr,Organic,6,0,6,0.14,1,0,1,36.65,2,,,,3079,,3079,,FALSE
"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,3,Ae,Mineral,0,-6,6,1.31,1,10,1,4.74,2,,,,3353,,3353,,FALSE
"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,4,Bf,Mineral,-6,-30,24,1.38,1,15,1,1.7,2,,,,4786,,4786,,FALSE
"BEC (Meidinger and Pojar, 1991)",280,Podzolic,49.9825592,123.0582962,NA,5,Bm,Mineral,-30,-60,30,1.19,1,20,1,1.7,2,,,,4855,,4855,,FALSE
"BEC (Meidinger and Pojar, 1991)",281,Regosolic,49.98171997,123.0598984,NA,1,Fz,Organic,1,0,1,0.11,1,0,1,25.58,2,50,1,51,281,8403,281,84.03,TRUE
"BEC (Meidinger and Pojar, 1991)",281,Regosolic,49.98171997,123.0598984,NA,2,Bm1,Mineral,0,-10,10,1.1,1,40,1,2.84,2,,,,1874,,1874,,FALSE
"BEC (Meidinger and Pojar, 1991)",281,Regosolic,49.98171997,123.0598984,NA,3,Bm2,Mineral,-10,-50,40,1.1,1,50,1,2.84,2,,,,6248,,6248,,FALSE
"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,49.98213959,123.0597,NA,1,Ohi1,Mineral,0,-16,16,0.34,1,0,1,35.51,2,50,0,50,19317,31827,19317,318.27,TRUE
"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,49.98213959,123.0597,NA,2,Ohi2,Mineral,-16,-30,14,0.34,1,40,1,35.51,2,,,,10142,,10142,,FALSE
"BEC (Meidinger and Pojar, 1991)",282,Gleysolic,49.98213959,123.0597,NA,3,Bg,Mineral,-30,-50,20,1.56,1,45,1,1.38,2,,,,2368,,2368,,FALSE
"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,50.55849075,122.4838028,NA,1,LFH,Organic,4,0,4,0.16,1,0,1,37.4,2,25,4,29,2394,4569,2394,45.69,TRUE
"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,50.55849075,122.4838028,NA,2,Bm,Mineral,0,-25,25,1.45,1,50,1,1.2,2,,,,2175,,2175,,FALSE
"BEC (Meidinger and Pojar, 1991)",283,Brunisolic,50.55849075,122.4838028,NA,3,BC,Mineral,-25,-25,0,1.45,1,65,1,0.38,2,,,,0,,0,,FALSE
"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,1,L,Organic,2.5,0.5,2,0.16,1,0,1,37.4,2,50,2.5,52.5,1197,3590,1197,35.9,TRUE
"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,2,F,Organic,0.5,0,0.5,0.16,1,0,1,37.4,2,,,,299,,299,,FALSE
"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,3,Bm,Mineral,0,-12,12,1.2,1,20,1,1.2,2,,,,1382,,1382,,FALSE
"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,4,BC1,Mineral,-12,-24,12,1.2,1,35,1,0.38,2,,,,356,,356,,FALSE
"BEC (Meidinger and Pojar, 1991)",284,Brunisolic,50.58300018,122.4599991,NA,5,BC2,Mineral,-24,-50,26,1.2,1,70,1,0.38,2,,,,356,,356,,FALSE
"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,49.98485947,123.0587997,NA,1,Ah,Mineral,0,-13,13,1.07,1,35,1,3.36,2,70,0,70,3038,6576,3038,65.76,TRUE
"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,49.98485947,123.0587997,NA,2,Bm1,Mineral,-13,-48,35,1.62,1,70,1,1.2,2,,,,2041,,2041,,FALSE
"BEC (Meidinger and Pojar, 1991)",285,Brunisolic,49.98485947,123.0587997,NA,3,Bm2,Mineral,-48,-70,22,1.62,1,65,1,1.2,2,,,,1497,,1497,,FALSE
"BEC (Meidinger and Pojar, 1991)",286,NA,50.57580185,122.4680023,NA,1,NA,Mineral,0,0,0,0,1,70,1,,2,,,,,0,,0,TRUE
"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,1,L,Organic,3,2,1,0.16,1,0,1,37.4,2,48,3,51,598,7954,598,79.54,TRUE
"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,2,F,Organic,2,0.5,1.5,0.16,1,0,1,37.4,2,,,,898,,898,,FALSE
"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,3,H,Organic,0.5,0,0.5,0.16,1,0,1,30.85,2,,,,247,,247,,FALSE
"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,4,Ah,Mineral,0,-6,6,1.07,1,10,1,3.36,2,,,,1941,,1941,,FALSE
"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,5,Bm,Mineral,-6,-42,36,1.45,1,35,1,1.2,2,,,,4072,,4072,,FALSE
"BEC (Meidinger and Pojar, 1991)",287,Brunisolic,49.19586563,123.8480835,NA,6,BC,Mineral,-42,-48,6,1.45,1,40,1,0.38,2,,,,198,,198,,FALSE
"BEC (Meidinger and Pojar, 1991)",288,NA,50.5760994,122.4680023,NA,1,NA,Mineral,0,0,0,0,1,40,1,,2,0,0,0,,0,,0,TRUE
"BEC (Meidinger and Pojar, 1991)",288,NA,50.57550049,122.4690018,NA,2,NA,Mineral,0,0,0,0,1,70,1,,2,,,,,,,,FALSE
"BEC (Meidinger and Pojar, 1991)",289,Brunisolic,50.58570099,122.4589996,NA,1,LF,Organic,4,0,4,0.16,1,0,1,37.4,2,37,4,41,2394,3356,2394,33.56,TRUE
"BEC (Meidinger and Pojar, 1991)",289,Brunisolic,50.58570099,122.4589996,NA,2,Bm,Mineral,0,-17,17,1.2,1,70,1,1.2,2,,,,734,,734,,FALSE
"BEC (Meidinger and Pojar, 1991)",289,Brunisolic,50.58570099,122.4589996,NA,3,BC,Mineral,-17,-37,20,1.2,1,75,1,0.38,2,,,,228,,228,,FALSE
"BEC (Meidinger and Pojar, 1991)",290,Regosolic,50.59000015,122.4550018,NA,1,Bm,Mineral,0,-13,13,1.1,1,40,1,2.84,2,13,0,13,2437,2437,2437,24.37,TRUE
"BEC (Meidinger and Pojar, 1991)",290,Regosolic,50.59000015,122.4550018,NA,2,LFH,Organic,0,0,0,0.11,1,0,1,25.58,2,,,,0,,0,,FALSE
"BEC (Meidinger and Pojar, 1991)",291,NA,50.57619858,122.4690018,NA,1,NA,Mineral,0,0,0,0,1,100,1,,2,,,,,0,,0,TRUE
"BEC (Meidinger and Pojar, 1991)",292,Brunisolic,50.59069824,122.4550018,NA,1,L,Organic,2.5,2,0.5,0.16,1,0,1,37.4,2,20,2.5,22.5,299,3013,299,30.13,TRUE
"BEC (Meidinger and Pojar, 1991)",292,Brunisolic,50.59069824,122.4550018,NA,2,F,Organic,2,0,2,0.16,1,0,1,37.4,2,,,,1197,,1197,,FALSE
"BEC (Meidinger and Pojar, 1991)",292,Brunisolic,50.59069824,122.4550018,NA,3,Ah,Mineral,0,-1,1,1.07,1,0,1,3.36,2,,,,360,,360,,FALSE
"BEC (Meidinger and Pojar, 1991)",292,Brunisolic,50.59069824,122.4550018,NA,4,Bm,Mineral,-1,-20,19,1.45,1,65,1,1.2,2,,,,1157,,1157,,FALSE
"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,1,L,Organic,3,1,2,0.16,1,0,1,37.4,2,60,3,63,1197,3471,1197,34.71,TRUE
"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,2,F,Organic,1,0,1,0.16,1,0,1,37.4,2,,,,598,,598,,FALSE
"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,3,Aej,Mineral,0,-1,1,1.24,1,60,1,3.36,2,,,,167,,167,,FALSE
"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,4,Bm1,Mineral,-1,-15,14,1.2,1,75,1,1.2,2,,,,504,,504,,FALSE
"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,5,Bm2,Mineral,-15,-35,20,1.2,1,75,1,1.2,2,,,,720,,720,,FALSE
"BEC (Meidinger and Pojar, 1991)",293,Brunisolic,50.56909943,122.4769974,NA,6,BC,Mineral,-35,-60,25,1.2,1,75,1,0.38,2,,,,285,,285,,FALSE
"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,1,Ln,Organic,15,13,2,0.16,1,0,1,37.4,2,28,15,43,1197,15571,1197,155.71,TRUE
"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,2,Fa,Organic,13,9,4,0.16,1,0,1,37.4,2,,,,2394,,2394,,FALSE
"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,3,Hh,Organic,9,0,9,0.16,1,0,1,30.85,2,,,,4442,,4442,,FALSE
"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,4,Ah,Mineral,0,-20,20,1.07,1,0,1,3.36,2,,,,7190,,7190,,FALSE
"BEC (Meidinger and Pojar, 1991)",294,Brunisolic,49.47877884,123.5736008,NA,5,Bm,Mineral,-20,-28,8,1.45,1,75,1,1.2,2,,,,348,,348,,FALSE
"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,1,Ln,Organic,35,30,5,0.14,1,0,1,43.21,2,38,35,73,3025,26311,3025,263.11,TRUE
"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,2,Fm,Organic,30,12,18,0.14,1,0,1,43.21,2,,,,10889,,10889,,FALSE
"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,3,Hh,Organic,12,0,12,0.14,1,0,1,36.65,2,,,,6157,,6157,,FALSE
"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,4,Ae,Mineral,0,-7,7,1.31,1,15,1,4.74,2,,,,3695,,3695,,FALSE
"BEC (Meidinger and Pojar, 1991)",295,Podzolic,49.48199844,123.5733032,NA,5,Bfj,Mineral,-7,-38,31,1.38,1,65,1,1.7,2,,,,2545,,2545,,FALSE
"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,1,L,Organic,5,4,1,0.16,1,0,1,37.4,2,38,5,43,598,4873,598,48.73,TRUE
"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,2,F,Organic,4,1,3,0.16,1,0,1,37.4,2,,,,1795,,1795,,FALSE
"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,3,H,Organic,1,0,1,0.16,1,0,1,30.85,2,,,,494,,494,,FALSE
"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,4,Aej,Mineral,0,-1,1,1.24,1,50,1,3.36,2,,,,208,,208,,FALSE
"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,5,Bm,Mineral,-1,-20,19,1.2,1,50,1,1.2,2,,,,1368,,1368,,FALSE
"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,6,C,Mineral,-38,-38,0,1.29,1,60,1,0.39,2,,,,0,,0,,FALSE
"BEC (Meidinger and Pojar, 1991)",296,Brunisolic,50.58919907,122.4690018,NA,7,BC,Mineral,-20,-38,18,1.2,1,50,1,0.38,2,,,,410,,410,,FALSE
"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,1,Ln,Organic,14,12,2,0.11,1,0,1,45.06,2,64,14,78,991,30420,991,304.2,TRUE
"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,2,Fa,Organic,12,9,3,0.11,1,0,1,45.06,2,,,,1487,,1487,,FALSE
"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,3,Hr,Organic,9,0,9,0.11,1,0,1,38.51,2,,,,3812,,3812,,FALSE
"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,4,Ah,Mineral,0,-5,5,0.93,1,5,1,10.95,2,,,,4837,,4837,,FALSE
"BEC (Meidinger and Pojar, 1991)",297,Podzolic,48.62511063,124.4332962,NA,5,Bhf,Mineral,-5,-64,59,0.86,1,3,1,3.92,2,,,,19293,,19293,,FALSE
"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,1,Ln,Organic,12,10,2,0.11,1,0,1,45.06,2,64,12,76,991,39867,991,398.67,TRUE
"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,2,Fm,Organic,10,2,8,0.11,1,0,1,45.06,2,,,,3965,,3965,,FALSE
"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,3,Hh,Organic,2,0,2,0.11,1,0,1,38.51,2,,,,847,,847,,FALSE
"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,4,Ah,Mineral,0,-5,5,0.93,1,1,1,10.95,2,,,,5041,,5041,,FALSE
"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,5,Ae,Mineral,-5,-19,14,0.93,1,5,1,10.95,2,,,,13544,,13544,,FALSE
"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,6,Bfh,Mineral,-19,-64,45,1.17,1,25,1,3.92,2,,,,15479,,15479,,FALSE
"BEC (Meidinger and Pojar, 1991)",298,Podzolic,49.48875427,123.57061,NA,7,Bf,Mineral,-64,-64,0,1.17,1,30,1,3.92,2,,,,0,,0,,FALSE
"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,1,Ln,Organic,25,22,3,0.14,1,0,1,43.21,2,52,25,77,1815,23905,1815,239.05,TRUE
"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,2,Fm,Organic,22,2,20,0.14,1,0,1,43.21,2,,,,12099,,12099,,FALSE
"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,3,Hh,Organic,2,0,2,0.14,1,0,1,36.65,2,,,,1026,,1026,,FALSE
"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,4,Ah,Mineral,0,-1,1,1.31,1,0,1,4.74,2,,,,621,,621,,FALSE
"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,5,Ae,Mineral,-1,-10,9,1.31,1,30,1,4.74,2,,,,3912,,3912,,FALSE
"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,6,Bfgj,Mineral,-10,-30,20,1.38,1,30,1,1.7,2,,,,3284,,3284,,FALSE
"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,7,BCc,Mineral,-30,-52,22,1.38,1,30,1,0.54,2,,,,1148,,1148,,FALSE
"BEC (Meidinger and Pojar, 1991)",299,Podzolic,49.48814392,123.572258,NA,8,C,Mineral,-52,-52,0,1.63,1,30,1,0.55,2,,,,0,,0,,FALSE
"BEC (Meidinger and Pojar, 1991)",300,NA,50.62110901,122.4505997,NA,1,NA,Mineral,0,0,0,0,1,40,1,,2,,,,,0,,0,TRUE
"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,1,Ln,Organic,6,5,1,0.11,1,0,1,25.58,2,2,4,6,281,2968,281,29.68,TRUE
"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,2,Fm,Organic,3,1,2,0.11,1,0,1,25.58,2,,,,563,,563,,FALSE
"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,3,Hr,Organic,1,0,1,0.55,1,0,1,19.02,2,,,,1046,,1046,,FALSE
"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,4,Ahe,Mineral,0,-2,2,0.97,1,30,1,7.94,2,,,,1078,,1078,,FALSE
"BEC (Meidinger and Pojar, 1991)",301,Regosolic,49.57460785,123.4972,NA,5,R,Mineral,-2,-2,0,0,1,0,1,,2,,,,,,,,FALSE
"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,1,L,Organic,6,4,2,0.16,1,0,1,37.4,2,23,6,29,1197,3695,1197,36.95,TRUE
"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,2,Fa,Organic,4,1,3,0.16,1,0,1,37.4,2,,,,1795,,1795,,FALSE
"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,3,H,Organic,1,0,1,0.16,1,0,1,30.85,2,,,,494,,494,,FALSE
"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,4,Ah,Mineral,0,-1,1,1.07,1,95,1,3.36,2,,,,18,,18,,FALSE
"BEC (Meidinger and Pojar, 1991)",302,Brunisolic,50.34963989,122.7289963,NA,5,Bmj,Mineral,-1,-23,22,1.45,1,95,1,1.2,2,,,,191,,191,,FALSE
"BEC (Meidinger and Pojar, 1991)",303,Brunisolic,50.62519836,122.4570007,NA,1,L,Organic,2,0.200000003,1.799999997,0.16,1,0,1,37.4,2,30,2,32,1077,3487,1077,34.87,TRUE
"BEC (Meidinger and Pojar, 1991)",303,Brunisolic,50.62519836,122.4570007,NA,2,Fa,Organic,0.200000003,0,0.200000003,0.16,1,0,1,37.4,2,,,,120,,120,,FALSE
"BEC (Meidinger and Pojar, 1991)",303,Brunisolic,50.62519836,122.4570007,NA,3,Bm,Mineral,0,-20,20,1.2,1,30,1,1.2,2,,,,2016,,2016,,FALSE
"BEC (Meidinger and Pojar, 1991)",303,Brunisolic,50.62519836,122.4570007,NA,4,BC,Mineral,-20,-30,10,1.2,1,40,1,0.38,2,,,,274,,274,,FALSE
"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,1,L,Organic,2,1,1,0.11,1,0,1,25.58,2,50,2,52,281,6914,281,69.14,TRUE
"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,2,Fz,Organic,1,0,1,0.11,1,0,1,25.58,2,,,,281,,281,,FALSE
"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,3,Ah,Mineral,0,-1,1,0.97,1,30,1,7.94,2,,,,539,,539,,FALSE
"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,4,CI,Mineral,-1,-10,9,1.1,1,30,1,0.92,2,,,,638,,638,,FALSE
"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,5,Ahb,Mineral,-10,-15,5,0.97,1,30,1,7.94,2,,,,2696,,2696,,FALSE
"BEC (Meidinger and Pojar, 1991)",304,Regosolic,50.31719971,122.7725983,NA,6,CII,Mineral,-15,-50,35,1.1,1,30,1,0.92,2,,,,2479,,2479,,FALSE
"BEC (Meidinger and Pojar, 1991)",305,Brunisolic,50.13346863,122.9677963,NA,1,Ln,Organic,14,13,1,0.16,1,0,1,37.4,2,35,14,49,598,7938,598,79.38,TRUE
"BEC (Meidinger and Pojar, 1991)",305,Brunisolic,50.13346863,122.9677963,NA,2,Fm,Organic,13,10,3,0.16,1,0,1,37.4,2,,,,1795,,1795,,FALSE
"BEC (Meidinger and Pojar, 1991)",305,Brunisolic,50.13346863,122.9677963,NA,3,Hh,Organic,10,0,10,0.16,1,0,1,30.85,2,,,,4936,,4936,,FALSE
"BEC (Meidinger and Pojar, 1991)",305,Brunisolic,50.13346863,122.9677963,NA,4,Bm,Mineral,0,-35,35,1.45,1,90,1,1.2,2,,,,609,,609,,FALSE
"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,1,Ln,Organic,4,3,1,0.16,1,0,1,37.4,2,55,4,59,598,4243,598,42.43,TRUE
"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,2,Fm,Organic,3,2,1,0.16,1,0,1,37.4,2,,,,598,,598,,FALSE
"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,3,Hr,Organic,2,0,2,0.16,1,0,1,30.85,2,,,,987,,987,,FALSE
"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,4,Ae,Mineral,0,-3,3,1.24,1,80,1,3.36,2,,,,250,,250,,FALSE
"BEC (Meidinger and Pojar, 1991)",306,Brunisolic,50.13325119,122.9732971,NA,5,Bm,Mineral,-3,-55,52,1.45,1,80,1,1.2,2,,,,1810,,1810,,FALSE
"BEC (Meidinger and Pojar, 1991)",307,Brunisolic,50.51425171,122.5947037,NA,1,Bm,Mineral,0,-10,10,1.45,1,80,1,1.2,2,10,0,10,348,348,348,3.48,TRUE
"BEC (Meidinger and Pojar, 1991)",307,Brunisolic,50.51425171,122.5947037,NA,2,R,Mineral,0,0,0,0,1,0,1,,2,,,,,,,,FALSE
"BEC (Meidinger and Pojar, 1991)",308,Brunisolic,50.52180099,122.5874023,NA,1,Fz,Organic,1,0,1,0.16,1,0,1,37.4,2,70,1,71,598,13585,598,135.85,TRUE
"BEC (Meidinger and Pojar, 1991)",308,Brunisolic,50.52180099,122.5874023,NA,2,Ah,Mineral,0,-14,14,1.07,1,15,1,3.36,2,,,,4278,,4278,,FALSE
"BEC (Meidinger and Pojar, 1991)",308,Brunisolic,50.52180099,122.5874023,NA,3,Bm1,Mineral,-14,-32,18,1.62,1,20,1,1.2,2,,,,2799,,2799,,FALSE
"BEC (Meidinger and Pojar, 1991)",308,Brunisolic,50.52180099,122.5874023,NA,4,Bm2,Mineral,-32,-70,38,1.62,1,20,1,1.2,2,,,,5910,,5910,,FALSE
"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,1,Lv,Organic,6,5,1,0.16,1,0,1,37.4,2,65,6,71,598,8222,598,82.22,TRUE
"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,2,Fz,Organic,5,2,3,0.16,1,0,1,37.4,2,,,,1795,,1795,,FALSE
"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,3,Hh,Organic,2,0,2,0.16,1,0,1,30.85,2,,,,987,,987,,FALSE
"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,4,Ah,Mineral,0,-4,4,1.07,1,20,1,3.36,2,,,,1150,,1150,,FALSE
"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,5,Bm,Mineral,-4,-26,22,1.45,1,20,1,1.2,2,,,,3062,,3062,,FALSE
"BEC (Meidinger and Pojar, 1991)",309,Brunisolic,50.41038895,122.7050018,NA,6,C,Mineral,-26,-65,39,1.38,1,70,1,0.39,2,,,,630,,630,,FALSE
"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,1,L,Organic,7,6,1,0.16,1,0,1,37.4,2,47,7,54,598,6272,598,62.72,TRUE
"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,2,Fm,Organic,6,1,5,0.16,1,0,1,37.4,2,,,,2992,,2992,,FALSE
"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,3,H,Organic,1,0,1,0.16,1,0,1,30.85,2,,,,494,,494,,FALSE
"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,4,Ahe,Mineral,0,-1,1,1.07,1,45,1,3.36,2,,,,198,,198,,FALSE
"BEC (Meidinger and Pojar, 1991)",310,Brunisolic,50.30524826,122.8104019,NA,5,Bfj,Mineral,-1,-47,46,1.03,1,65,1,1.2,2,,,,1990,,1990,,FALSE
"BEC (Meidinger and Pojar, 1991)",311,Brunisolic,50.62889862,122.4869995,NA,1,LFH,Organic,2,0,2,0.16,1,0,1,37.4,2,60,2,62,1197,3315,1197,33.15,TRUE
"BEC (Meidinger and Pojar, 1991)",311,Brunisolic,50.62889862,122.4869995,NA,2,Bm,Mineral,0,-26,26,1.2,1,60,1,1.2,2,,,,1498,,1498,,FALSE
"BEC (Meidinger and Pojar, 1991)",311,Brunisolic,50.62889862,122.4869995,NA,3,BC,Mineral,-26,-60,34,1.2,1,60,1,0.38,2,,,,620,,620,,FALSE
"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,1,L,Organic,6,5,1,0.14,1,0,1,43.21,2,52,6,58,605,16158,605,161.58,TRUE
"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,2,Fa,Organic,5,3,2,0.14,1,0,1,43.21,2,,,,1210,,1210,,FALSE
"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,3,Hh,Organic,3,0,3,0.14,1,0,1,36.65,2,,,,1539,,1539,,FALSE
"BEC (Meidinger and Pojar, 1991)",312,Podzolic,50.29800034,122.8199997,NA,4,Ah,Mineral,0,-5,5,1.31,1,0,1,4.74,2,,,,3105,,3105,,FALSE
